sum_1,sum_2,norm,accel,scan
-0.30761298537254333,-0.6190860271453857,0.496882,-8.218824,25162500.0
-0.3073689937591553,-0.6178690195083618,0.497466,120.089626,25165000.0
-0.33076000213623047,-0.6181349754333496,0.535094,-79.95556,25155000.0
-0.26245200634002686,-0.6164900064468384,0.425719,108.026408,25157500.0
-0.27300000190734863,-0.6155380010604858,0.443515,94.331611,25160000.0
-0.2921920120716095,-0.6160730123519897,0.474281,-69.070516,25162500.0
-0.2848230004310608,-0.6148819923400879,0.463216,230.193847,25165000.0
-0.3304460048675537,-0.616523027420044,0.535983,-52.387974,25155000.0
-0.2584860026836395,-0.6162660121917725,0.419439,127.198265,25157500.0
-0.2726120054721832,-0.6158120036125183,0.442687,96.071708,25160000.0
-0.31697800755500793,-0.619297981262207,0.511834,40.826436,25162500.0
-0.3125059902667999,-0.6203399896621704,0.503767,78.679039,25165000.0
-0.31182101368904114,-0.6190950274467468,0.503673,123.49065,25155000.0
-0.2552089989185333,-0.6176869869232178,0.413169,149.656613,25157500.0
-0.2558700144290924,-0.6155539751052856,0.415674,-10.889089,25160000.0
-0.3290199935436249,-0.6197230219841003,0.530914,92.87783,25162500.0
-0.29423800110816956,-0.6164849996566772,0.477283,208.621543,25165000.0
-0.33120301365852356,-0.6198999881744385,0.534285,-33.662581,25155000.0
-0.2591710090637207,-0.6170179843902588,0.420038,127.5455,25157500.0
-0.2957969903945923,-0.6168050169944763,0.479563,189.005993,25160000.0
-0.29431799054145813,-0.6176750063896179,0.476493,-80.259088,25162500.0
-0.2747400104999542,-0.6183540225028992,0.444308,283.075139,25165000.0
-0.3316139876842499,-0.620203971862793,0.534685,-69.254854,25155000.0
-0.25569799542427063,-0.6166719794273376,0.414642,132.379043,25157500.0
-0.2770549952983856,-0.6178339719772339,0.44843,90.995711,25160000.0
-0.2950429916381836,-0.6146150231361389,0.480045,-64.288942,25162500.0
-0.28963398933410645,-0.6150339841842651,0.470923,186.353363,25165000.0
