sum_1,sum_2,norm,accel,scan
-0.32551100850105286,-0.6291109919548035,0.292491,68.216507,25155000.0
-0.31113201379776,-0.6267880201339722,0.260391,139.890625,25155050.0
-0.3063110113143921,-0.6269149780273438,0.249022,166.505122,25155100.0
-0.35618099570274353,-0.6290169954299927,0.364044,-140.64603,25155150.0
-0.32092100381851196,-0.6261450052261353,0.283756,70.296188,25155200.0
-0.29627400636672974,-0.6267359852790833,0.225605,301.557068,25155250.0
-0.3088900148868561,-0.6288880109786987,0.25389,121.022884,25155300.0
-0.32521501183509827,-0.6269400119781494,0.293286,27.466972,25155350.0
-0.29528799653053284,-0.6261759996414185,0.223588,259.774902,25155400.0
-0.3318119943141937,-0.6263449788093567,0.309168,-21.978287,25155450.0
-0.34481099247932434,-0.6291339993476868,0.337449,-92.855507,25155500.0
-0.29858699440956116,-0.6276360154151917,0.230539,301.830597,25155550.0
-0.30130499601364136,-0.6288599967956543,0.236219,153.091297,25155600.0
-0.3152390122413635,-0.6288300156593323,0.268728,59.42379,25155650.0
-0.30083200335502625,-0.627344012260437,0.235952,184.931686,25155700.0
-0.3007830083370209,-0.6255490183830261,0.236829,132.221024,25155750.0
-0.3517029881477356,-0.6291229724884033,0.353519,-182.534702,25155800.0
-0.2979159951210022,-0.6279640197753906,0.228795,172.945786,25155850.0
-0.2964490056037903,-0.6286389827728271,0.225011,247.290215,25155900.0
-0.3044709861278534,-0.6298159956932068,0.24306,96.855484,25155950.0
-0.3077569901943207,-0.626246988773346,0.252804,70.264481,25156000.0
-0.29745399951934814,-0.6256539821624756,0.228951,229.410881,25156050.0
-0.3364270031452179,-0.6259459853172302,0.32029,-110.891777,25156100.0
-0.3173399865627289,-0.6283699870109558,0.273922,-7.553253,25156150.0
-0.3065359890460968,-0.6266030073165894,0.249731,311.849213,25156200.0
-0.3001289963722229,-0.6269230246543884,0.234537,107.061081,25156250.0
-0.30329999327659607,-0.6282010078430176,0.241243,67.668228,25156300.0
-0.29837900400161743,-0.6257669925689697,0.231064,222.184692,25156350.0
-0.30589398741722107,-0.6221640110015869,0.250835,35.977249,25156400.0
-0.33362001180648804,-0.62916100025177,0.311352,-124.002579,25156450.0
-0.3078480064868927,-0.6284030079841614,0.251744,257.07576,25156500.0
-0.299017995595932,-0.6251050233840942,0.232926,207.543922,25156550.0
-0.3028320074081421,-0.6266980171203613,0.240995,56.77211,25156600.0
-0.294063001871109,-0.6249020099639893,0.221376,152.115799,25156650.0
-0.2981509864330292,-0.6288040280342102,0.228895,173.771297,25156700.0
-0.3342980146408081,-0.629285991191864,0.312839,-165.029993,25156750.0
-0.29872798919677734,-0.6284430027008057,0.230434,106.968643,25156800.0
-0.30859100818634033,-0.627921998500824,0.253764,273.460983,25156850.0
-0.2968730032444,-0.626354992389679,0.227212,104.531609,25156900.0
-0.29616498947143555,-0.6304799914360046,0.22339,70.320679,25156950.0
-0.3066290020942688,-0.6291580200195312,0.248461,230.943977,25157000.0
-0.31172600388526917,-0.6253910064697266,0.262643,-55.734962,25157050.0
-0.30991899967193604,-0.6275100111961365,0.257114,-57.027466,25157100.0
-0.31329599022865295,-0.6268579959869385,0.265417,282.025772,25157150.0
-0.2980949878692627,-0.6264939904212952,0.230003,153.963379,25157200.0
-0.2913829982280731,-0.6210799813270569,0.217021,56.872772,25157250.0
-0.304623007774353,-0.6285859942436218,0.244113,189.468002,25157300.0
-0.2993749976158142,-0.6247149705886841,0.233981,115.976509,25157350.0
-0.3254129886627197,-0.626537024974823,0.294027,-172.59643,25157400.0
-0.30480799078941345,-0.6280720233917236,0.244838,202.318863,25157450.0
-0.3152889907360077,-0.6293619871139526,0.268513,246.594193,25157500.0
-0.2965039908885956,-0.627161979675293,0.22592,74.287144,25157550.0
-0.2986539900302887,-0.6274880170822144,0.230776,116.280609,25157600.0
-0.30861300230026245,-0.6240230202674866,0.256148,203.927746,25157650.0
-0.31488800048828125,-0.6237949728965759,0.271094,-141.816864,25157700.0
-0.2964150011539459,-0.6267240047454834,0.225942,47.522614,25157750.0
-0.3257429897785187,-0.6287810206413269,0.293258,293.288101,25157800.0
-0.30158498883247375,-0.6288260221481323,0.236892,108.376377,25157850.0
-0.2988870143890381,-0.6268619894981384,0.231661,69.540207,25157900.0
-0.31869399547576904,-0.6251109838485718,0.279207,226.828629,25157950.0
-0.2983039915561676,-0.6270989775657654,0.230167,15.683899,25158000.0
-0.3037309944629669,-0.6234890222549438,0.244944,-96.089272,25158050.0
-0.3286040127277374,-0.6285430192947388,0.300096,259.092712,25158100.0
-0.3186489939689636,-0.6277379989624023,0.277386,193.569214,25158150.0
-0.29973000288009644,-0.6238579750061035,0.235292,53.563599,25158200.0
-0.31178098917007446,-0.6241520047187805,0.26354,162.327911,25158250.0
-0.3155219852924347,-0.6272760033607483,0.270367,154.836441,25158300.0
-0.31287699937820435,-0.6286979913711548,0.263303,-193.476746,25158350.0
-0.3125090003013611,-0.6281160116195679,0.2628,157.838699,25158400.0
-0.3360689878463745,-0.6279230117797852,0.317974,254.488396,25158450.0
-0.3088519871234894,-0.6297839879989624,0.253271,87.319038,25158500.0
-0.3092010021209717,-0.626891016960144,0.255804,97.085098,25158550.0
-0.325888991355896,-0.6299620270729065,0.292792,189.994682,25158600.0
-0.29645299911499023,-0.6312119960784912,0.223678,-63.560181,25158650.0
-0.29823800921440125,-0.6287739872932434,0.229112,-28.232773,25158700.0
-0.34358298778533936,-0.6258050203323364,0.337204,281.975479,25158750.0
-0.32319900393486023,-0.6301559805870056,0.286406,142.981594,25158800.0
-0.3072049915790558,-0.6294860243797302,0.249613,59.486908,25158850.0
-0.33337798714637756,-0.6289380192756653,0.310949,191.488297,25158900.0
-0.31884199380874634,-0.6305540204048157,0.276022,102.56366,25158950.0
-0.3011170029640198,-0.6304590106010437,0.234904,-155.917587,25159000.0
-0.3395409882068634,-0.6278250217437744,0.326164,212.169525,25159050.0
-0.34213000535964966,-0.6304929852485657,0.330157,243.513634,25159100.0
-0.31120699644088745,-0.6317260265350342,0.257586,58.437256,25159150.0
-0.3300589919090271,-0.6316519975662231,0.301304,123.323517,25159200.0
-0.3391039967536926,-0.6308640241622925,0.32285,203.202969,25159250.0
-0.3004249930381775,-0.6301519870758057,0.233465,-161.932755,25159300.0
-0.3243870139122009,-0.6306729912757874,0.288821,82.351562,25159350.0
-0.3524099886417389,-0.6294209957122803,0.354921,279.312073,25159400.0
-0.3187659978866577,-0.6323760151863098,0.274682,69.380075,25159450.0
-0.3219060003757477,-0.6333780288696289,0.281292,74.570213,25159500.0
-0.355118989944458,-0.629656970500946,0.361029,273.819763,25159550.0
-0.3096559941768646,-0.6296730041503906,0.255208,-30.859909,25159600.0
-0.2988489866256714,-0.6316019892692566,0.229028,-127.435913,25159650.0
-0.35673999786376953,-0.6313300132751465,0.363387,329.342957,25159700.0
-0.33905699849128723,-0.6315510272979736,0.322227,145.792786,25159750.0
-0.3260889947414398,-0.6331310272216797,0.291112,66.053131,25159800.0
-0.3449940085411072,-0.6312400102615356,0.336227,177.514999,25159850.0
-0.34108099341392517,-0.627810001373291,0.329774,115.410034,25159900.0
-0.30049198865890503,-0.6319100260734558,0.232669,-137.590023,25159950.0
-0.34574300050735474,-0.6334689855575562,0.336224,153.940063,25160000.0
-0.35250601172447205,-0.633213996887207,0.352034,218.014763,25160050.0
-0.3434920012950897,-0.6347140073776245,0.330083,143.579727,25160100.0
-0.33386799693107605,-0.6334919929504395,0.308813,76.666443,25160150.0
-0.35456299781799316,-0.6331449747085571,0.356838,182.527664,25160200.0
-0.31277701258659363,-0.6318429708480835,0.261153,-45.216255,25160250.0
-0.3165459930896759,-0.6326680183410645,0.269366,-32.928009,25160300.0
-0.35826000571250916,-0.6347799897193909,0.363999,254.874725,25160350.0
-0.35586199164390564,-0.631184995174408,0.361474,183.431641,25160400.0
-0.3300110101699829,-0.6310060024261475,0.301644,33.442833,25160450.0
-0.3556019961833954,-0.6317309737205505,0.360415,202.811935,25160500.0
-0.3444660007953644,-0.6321589946746826,0.334288,86.226257,25160550.0
-0.3057650029659271,-0.63155198097229,0.245081,-166.300686,25160600.0
-0.3584269881248474,-0.6333580017089844,0.365579,214.627548,25160650.0
-0.36106398701667786,-0.6335399746894836,0.371508,215.823593,25160700.0
-0.3527440130710602,-0.6304309964179993,0.354862,122.804718,25160750.0
-0.3493860065937042,-0.6317750215530396,0.345982,94.033432,25160800.0
-0.3545779883861542,-0.6349070072174072,0.355427,153.401571,25160850.0
-0.31147098541259766,-0.6325979828834534,0.257678,-108.237117,25160900.0
-0.34305500984191895,-0.6304410099983215,0.332345,42.589035,25160950.0
-0.35582399368286133,-0.6306999921798706,0.361793,270.136009,25161000.0
-0.3577190041542053,-0.6317499876022339,0.365303,145.206596,25161050.0
-0.34130799770355225,-0.6319599747657776,0.327133,21.633644,25161100.0
-0.35799598693847656,-0.6340410113334656,0.364013,240.874695,25161150.0
-0.34424400329589844,-0.6320670247077942,0.333847,4.588699,25161200.0
-0.32319799065589905,-0.6292250156402588,0.287023,-116.422653,25161250.0
-0.35064399242401123,-0.633105993270874,0.347824,307.728867,25161300.0
-0.357695996761322,-0.6335560083389282,0.363727,172.050709,25161350.0
-0.3505440056324005,-0.6355429887771606,0.345646,40.169407,25161400.0
-0.3545660078525543,-0.6288620233535767,0.360409,204.177597,25161450.0
-0.3568029999732971,-0.632893979549408,0.362221,110.251884,25161500.0
-0.31622201204299927,-0.6336290240287781,0.268021,-173.201033,25161550.0
-0.35892900824546814,-0.6339790225028992,0.366215,186.902786,25161600.0
-0.35006800293922424,-0.6345930099487305,0.345308,231.492935,25161650.0
-0.35795000195503235,-0.6349610090255737,0.363135,98.395161,25161700.0
-0.3598659932613373,-0.633305013179779,0.368946,86.630295,25161750.0
-0.3551410138607025,-0.6332079768180847,0.358122,209.677971,25161800.0
-0.33803901076316833,-0.633696973323822,0.318284,-75.917198,25161850.0
-0.3498390018939972,-0.636588990688324,0.343204,-19.304626,25161900.0
-0.3439750075340271,-0.6375439763069153,0.329052,289.428986,25161950.0
-0.3558030128479004,-0.6303660273551941,0.362023,140.002487,25162000.0
-0.359358012676239,-0.6352270245552063,0.366148,39.736916,25162050.0
-0.3534420132637024,-0.6333860158920288,0.354054,214.09584,25162100.0
-0.3570300042629242,-0.6349909901618958,0.360997,70.792801,25162150.0
-0.33265599608421326,-0.637582004070282,0.303156,-143.53175,25162200.0
-0.3446759879589081,-0.6337090134620667,0.333579,256.190048,25162250.0
-0.34999600052833557,-0.632794976234436,0.346574,203.608078,25162300.0
-0.3535720109939575,-0.6292120218276978,0.357801,63.313736,25162350.0
-0.3585909903049469,-0.6353219747543335,0.364307,125.163742,25162400.0
-0.3511910140514374,-0.6339470148086548,0.348409,185.509822,25162450.0
-0.33596301078796387,-0.6364790201187134,0.311499,-154.181755,25162500.0
-0.35996299982070923,-0.635358989238739,0.367427,87.506287,25162550.0
-0.3288379907608032,-0.632906973361969,0.29761,300.979782,25162600.0
-0.3566960096359253,-0.6324089765548706,0.36238,94.603409,25162650.0
-0.3562160134315491,-0.6324819922447205,0.361208,64.227921,25162700.0
-0.3359079957008362,-0.6256300210952759,0.31931,229.516968,25162750.0
-0.3548240065574646,-0.6302459836006165,0.359851,-36.972855,25162800.0
-0.34922900795936584,-0.6245309710502625,0.351515,-57.398117,25162850.0
-0.32644298672676086,-0.631775975227356,0.292843,280.78598,25162900.0
-0.34640198945999146,-0.6296690106391907,0.340733,146.921284,25162950.0
-0.35415199398994446,-0.6315280199050903,0.357222,72.946953,25163000.0
-0.3385869860649109,-0.6258450150489807,0.325439,169.352554,25163050.0
-0.3495190143585205,-0.6280570030212402,0.349297,118.635971,25163100.0
-0.34075599908828735,-0.6286609768867493,0.328361,-157.522617,25163150.0
-0.34097999334335327,-0.6307420134544373,0.327295,164.975204,25163200.0
-0.32560598850250244,-0.6308630108833313,0.291521,252.247025,25163250.0
-0.35137298703193665,-0.6317300200462341,0.350619,84.029327,25163300.0
-0.3501090109348297,-0.6312689781188965,0.348063,95.797119,25163350.0
-0.3312790095806122,-0.6297590136528015,0.30547,210.600098,25163400.0
-0.3508619964122772,-0.6280590295791626,0.352431,-120.245079,25163450.0
-0.3527039885520935,-0.633001983165741,0.352663,23.35733,25163500.0
-0.3152199983596802,-0.6324399709701538,0.266441,280.893723,25163550.0
-0.3424820005893707,-0.6261889934539795,0.334316,125.623901,25163600.0
-0.3515549898147583,-0.6320509910583496,0.35078,60.196899,25163650.0
-0.31925898790359497,-0.6313480138778687,0.27648,228.728394,25163700.0
-0.3545520007610321,-0.6324599981307983,0.357378,21.332779,25163750.0
-0.35680198669433594,-0.63468998670578,0.360721,-122.922943,25163800.0
-0.3136819899082184,-0.6327099800109863,0.262722,252.085678,25163850.0
-0.32697299122810364,-0.6331459879875183,0.293142,206.297836,25163900.0
-0.3509800136089325,-0.6316159963607788,0.349802,50.895103,25163950.0
-0.3247140049934387,-0.6322110295295715,0.288549,159.438553,25164000.0
-0.3248150050640106,-0.6361789703369141,0.286156,175.533876,25164050.0
-0.3560670018196106,-0.6332129836082458,0.360255,-186.146,25164100.0
-0.3334980010986328,-0.6348810195922852,0.306977,105.957123,25164150.0
-0.30135101079940796,-0.6341170072555542,0.233464,334.995422,25164200.0
-0.34104201197624207,-0.634876012802124,0.324328,59.542871,25164250.0
-0.345196008682251,-0.6307870149612427,0.337049,41.337517,25164300.0
-0.30136799812316895,-0.6306440234184265,0.235386,307.706604,25164350.0
-0.3591879904270172,-0.631721019744873,0.368729,-96.275864,25164400.0
-0.3567560017108917,-0.6324399709701538,0.362491,-92.379669,25164450.0
-0.2979010045528412,-0.6335210204124451,0.225828,374.320312,25164500.0
-0.32738199830055237,-0.6352440118789673,0.292668,96.402328,25164550.0
-0.3422339856624603,-0.6314389705657959,0.329673,32.915787,25164600.0
